name,deliver_time,discount,deliver_way,category,sub_category,maker,profit,sell_count
"Safco 柜, 传统",3.2,0.0,3.0,3,13,8,0.4600000000000001,2.0
"SanDisk 笔记本, 回收",3.6666666666666665,0.0,3.3333333333333335,1,7,14,0.26,4.333333333333333
"Smead 盒, 金属",3.5,0.0,3.0,1,15,35,0.22,2.5
"爱普生 卡片打印机, 耐用",4.5,0.13333333333333333,3.3333333333333335,2,5,11,0.04666666666666667,4.166666666666667
"Novimex 凳子, 红色",5.5,0.2,4.0,3,6,16,-0.225,3.75
"Stanley 速写本, 整包",2.0,0.0,3.0,1,16,47,0.2,8.0
"SanDisk 信纸, 每包 12 个",3.6666666666666665,0.0,3.3333333333333335,1,7,14,0.23,4.833333333333333
"StarTech 卡片打印机, 多色",3.6,0.0,3.6,2,5,45,0.4600000000000001,3.2
"松下 打印机, 耐用",3.8333333333333335,0.13333333333333333,3.5,2,5,44,-0.07666666666666666,5.333333333333333
"SanDisk 信纸, 回收",5.4,0.0,4.0,1,7,14,0.1,4.0
"冲电器 打印机, 白色",5.0,0.13333333333333333,3.3333333333333335,2,5,72,0.18000000000000002,2.3333333333333335
"Hoover 炉灶, 黑色",3.3333333333333335,0.13333333333333333,3.0,1,4,46,0.12000000000000004,1.8333333333333333
"Avery 文件夹标签, 白色",3.625,0.0,3.125,1,12,19,0.02,2.875
"Fellowes 文件车, 蓝色",3.8333333333333335,0.0,3.1666666666666665,1,15,30,0.02,4.166666666666667
"三星 耳机, 蓝色",4.333333333333333,0.13333333333333336,3.3333333333333335,2,11,20,-0.1,3.4444444444444446
"苹果 办公室电话机, 全尺寸",3.5,0.0,3.5,2,11,63,0.31,5.0
"StarTech 计算器, 耐用",5.0,0.13333333333333333,3.6666666666666665,2,5,45,-0.04000000000000001,6.666666666666667
"Avery 圆形标签, 白色",4.2,0.0,3.6,1,12,19,0.28,3.2
"Eldon 文件夹, 工业",4.0,0.0,3.5,1,15,52,0.39999999999999997,5.166666666666667
"Eldon 盘, 金属",4.428571428571429,0.0,3.2857142857142856,1,15,52,0.45000000000000007,3.857142857142857
"Cuisinart 咖啡研磨机, 银色",3.0,0.16,2.8,1,4,54,-0.17800000000000002,4.2
"Enermax 闪存驱动器, 可编程",4.333333333333333,0.06666666666666667,3.8333333333333335,2,10,58,0.12166666666666666,5.666666666666667
"冲电器 喷墨打印机, 白色",4.333333333333333,0.0,3.6666666666666665,2,5,72,0.19000000000000003,5.666666666666667
"Eldon 相框, 优质",4.285714285714286,0.1142857142857143,3.142857142857143,3,14,52,-0.07142857142857142,2.5714285714285716
"Harbour Creations 摇椅, 红色",4.285714285714286,0.1142857142857143,3.5714285714285716,3,6,31,-0.048571428571428564,4.0
"Binney & Smith 速写本, 整包",3.4,0.36,3.0,1,16,70,-1.412,2.6
"Tenex 文件车, 工业",4.333333333333333,0.0,3.3333333333333335,1,15,28,0.37000000000000005,2.8333333333333335
"OIC 回形针, 每包 12 个",3.857142857142857,0.1142857142857143,3.142857142857143,1,8,25,-0.025714285714285707,4.714285714285714
"Novimex 文件夹标签, 白色",4.5,0.0,3.25,1,12,16,0.0,6.25
"Binney & Smith 记号笔, 混合尺寸",3.5,0.1,3.0,1,16,70,0.325,5.0
"SanDisk 路由器, 实惠",4.0,0.0,3.6,2,10,14,0.05,2.8
"Eaton 备忘录便条, 回收",3.0,0.0,3.3333333333333335,1,7,55,0.16,4.0
"Novimex 扶手椅, 可调",2.875,0.21250000000000002,2.875,3,6,16,0.15125,3.0
"冲电器 卡片打印机, 多色",4.5,0.2,4.0,2,5,72,0.32,5.0
"Safco 书架, 金属",2.875,0.15000000000000002,2.75,3,13,8,0.2125,3.25
"Acme 修剪器, 工业",3.75,0.2,3.25,1,1,18,0.05499999999999999,4.875
"Novimex 圆形标签, 白色",2.0,0.0,3.0,1,12,16,0.15,2.0
"Hewlett 无线传真机, 数字化",4.5,0.0,3.0,2,9,21,0.17,5.5
"Smead 合法证物标签, 白色",3.6666666666666665,0.0,3.0,1,12,35,0.060000000000000005,3.4444444444444446
"Enermax 备忘录便条, 每包 12 个",4.5,0.0,3.5,1,7,58,0.13,6.25
"Acco 打孔机, 回收",4.333333333333333,0.08888888888888889,3.4444444444444446,1,3,56,0.2888888888888889,4.777777777777778
"Ames 商业信封, 银色",4.571428571428571,0.0,3.4285714285714284,1,2,39,0.19999999999999998,3.5714285714285716
"Avery 打孔机, 实惠",3.75,0.10000000000000002,3.1666666666666665,1,3,19,-0.10749999999999997,4.416666666666667
"SAFCO 椅垫, 可调",3.125,0.175,3.0,3,6,8,0.31,3.75
"SAFCO 折叠椅, 黑色",4.111111111111111,0.1111111111111111,3.3333333333333335,3,6,8,-0.10222222222222221,3.2222222222222223
"BIC 速写本, 混合尺寸",3.5,0.2,3.5,1,16,68,-0.5999999999999999,3.0
"苹果 信号增强器, 整包",4.333333333333333,0.13333333333333333,3.6666666666666665,2,11,63,0.06,4.666666666666667
"Memorex 路由器, 回收",3.6,0.16,3.2,2,10,17,0.354,3.0
"KitchenAid 炉灶, 白色",4.25,0.2,3.0,1,4,5,-0.09500000000000001,3.5
"Bush 古典书架, 传统",4.5,0.4,3.5,3,13,59,-0.3,2.5
"Enermax 信纸, 优质",3.0,0.0,2.7142857142857144,1,7,58,0.3,4.285714285714286
"Harbour Creations 文件夹标签, 耐用",3.6666666666666665,0.0,3.0,1,12,31,0.15,3.0
"Sauder 书库, 传统",4.0,0.1142857142857143,3.4285714285714284,3,13,23,0.32142857142857145,3.4285714285714284
"Barricks 培训桌, 长方形",5.0,0.4666666666666666,4.0,3,17,65,-0.26333333333333336,2.3333333333333335
"施乐 计划信息表, 多色",4.142857142857143,0.0,3.7142857142857144,1,7,67,0.32,3.5714285714285716
"Sanford 荧光笔, 混合尺寸",3.75,0.45,3.75,1,16,38,-1.45,5.75
"Stockwell 回形针, 整包",4.3,0.04,3.7,1,8,10,0.288,5.4
"Novimex 合法证物标签, 白色",5.0,0.0,4.0,1,12,16,0.34,3.8
"Acme 剪刀, 蓝色",4.333333333333333,0.0,3.5,1,1,18,0.11,3.6666666666666665
"Boston 画布, 混合尺寸",4.4,0.2,3.8,1,16,34,-0.276,3.0
"Cameo 邮寄品, 回收",3.3333333333333335,0.0,3.3333333333333335,1,2,60,0.16,3.3333333333333335
"Eldon 锁柜, 蓝色",3.1666666666666665,0.0,3.5,1,15,52,0.25,3.1666666666666665
"Hewlett 传真机, 每套两件",4.6,0.08,4.0,2,9,21,-0.08800000000000001,3.6
"思科 音频基座, 蓝色",4.5,0.2,4.0,2,11,40,0.28,2.0
"Sauder 柜, 白色",4.3076923076923075,0.1846153846153846,3.6153846153846154,3,13,23,0.24000000000000002,6.153846153846154
"Jiffy 马尼拉纸信封, 回收",4.0,0.0,3.0,1,2,13,0.45,3.8
"惠普 传真机, 红色",3.0,0.24000000000000005,3.0,2,9,12,0.144,4.8
"Cameo 商业信封, 每套 50 个",4.0,0.0,3.375,1,2,60,0.48,4.5
"Stiletto 开信刀, 蓝色",2.75,0.2,3.0,1,1,53,-0.2,4.5
"Acco 打孔机, 耐用",3.2,0.08,3.0,1,3,56,0.048,4.6
"Office Star 椅垫, 每套两件",4.285714285714286,0.08571428571428572,3.2857142857142856,3,6,24,0.23285714285714287,2.5714285714285716
"Tenex 锁柜, 蓝色",4.0,0.0,3.4285714285714284,1,15,28,0.5,4.142857142857143
"Novimex 凳子, 黑色",4.555555555555555,0.14444444444444446,3.5555555555555554,3,6,16,1.2335811384723961e-17,3.4444444444444446
"Kraft 局间信封, 银色",4.8,0.0,4.0,1,2,48,0.22000000000000003,4.4
"Smead 可去除的标签, 耐用",2.8333333333333335,0.0,2.8333333333333335,1,12,35,0.37999999999999995,4.833333333333333
"三星 信号增强器, 混合尺寸",4.222222222222222,0.2222222222222222,3.4444444444444446,2,11,20,-0.13555555555555554,3.888888888888889
"Jiffy 邮寄品, 银色",2.4,0.0,2.6,1,2,13,0.03,4.2
"Sauder 书架, 白色",4.833333333333333,0.13333333333333333,3.5,3,13,23,0.10666666666666669,3.5
"Dania 墙角架, 黑色",2.6666666666666665,0.0,2.6666666666666665,3,13,32,0.18000000000000002,4.666666666666667
"Binney & Smith 钢笔, 蓝色",3.5,0.3666666666666667,2.6666666666666665,1,16,70,-0.7266666666666666,4.833333333333333
"StarTech 计算器, 多色",4.0,0.2,3.0,2,5,45,0.12000000000000001,3.5
"Elite 美工刀, 蓝色",4.0,0.13333333333333336,3.3333333333333335,1,1,22,-0.07666666666666666,4.444444444444445
"Cameo 马尼拉纸信封, 回收",4.0,0.0,3.2,1,2,60,0.18,4.0
"Barricks 木桌, 长方形",5.5,0.325,4.0,3,17,65,0.13,5.5
"Stiletto 修剪器, 蓝色",2.8,0.0,2.8,1,1,53,0.13,3.2
"Wilson Jones 打孔机, 实惠",4.166666666666667,0.06666666666666667,3.6666666666666665,1,3,29,-0.021666666666666657,4.166666666666667
"Hoover 烤面包机, 黑色",3.1666666666666665,0.06666666666666667,3.0,1,4,46,0.42166666666666663,3.3333333333333335
"Breville 微波炉, 红色",5.4,0.16,4.0,1,4,37,-0.20199999999999996,3.0
"Hoover 烤面包机, 红色",5.0,0.24000000000000005,4.0,1,4,46,-0.092,3.8
"Avery 标签, 回收",3.0,0.26666666666666666,3.0,1,3,19,0.24666666666666667,2.6666666666666665
"Brother 复印机, 每套两件",3.3333333333333335,0.20000000000000004,3.1666666666666665,2,9,62,0.18499999999999997,3.3333333333333335
"贝尔金 记忆卡, 可编程",2.875,0.05,2.625,2,10,57,0.28500000000000003,3.625
"Acco 订书机, 回收",4.25,0.13333333333333333,3.25,1,3,56,0.06,4.083333333333333
"Boston 荧光笔, 整包",5.142857142857143,0.39999999999999997,3.857142857142857,1,16,34,-1.758571428571429,2.4285714285714284
"Harbour Creations 合法证物标签, 白色",5.0,0.0,3.6666666666666665,1,12,31,0.02,4.166666666666667
"Memorex 鼠标, 实惠",2.25,0.1,2.5,2,10,17,0.2875,3.5
"Avery 可去除的标签, 红色",4.5,0.0,3.5,1,12,19,0.3,5.75
"Kleencut 美工刀, 蓝色",4.8,0.08,4.0,1,1,4,0.422,5.6
"Rogers 文件车, 蓝色",3.4,0.0,3.2,1,15,42,0.009999999999999998,4.8
"Stanley 钢笔, 蓝色",1.0,0.8,2.0,1,16,47,-2.61,3.0
"Stanley 荧光笔, 金属",4.625,0.42500000000000004,3.25,1,16,47,-1.1524999999999999,5.0
"Advantus 回形针, 混合尺寸",4.5,0.06666666666666667,3.5,1,8,33,0.12166666666666666,3.5
"Brother 传真机, 红色",3.4,0.24000000000000005,3.6,2,9,62,-0.23399999999999999,4.2
"Novimex 可去除的标签, 红色",3.6666666666666665,0.0,3.6666666666666665,1,12,16,0.42,3.3333333333333335
"Brother 传真复印机, 红色",3.25,0.05,3.0,2,9,62,0.26375000000000004,4.375
"SanDisk 键盘, 回收",4.666666666666667,0.0,3.6666666666666665,2,10,14,0.34,4.333333333333333
"Ibico 装订机盖, 回收",3.7142857142857144,0.05714285714285715,3.142857142857143,1,3,7,0.10142857142857141,2.5714285714285716
"Hon 摇椅, 黑色",3.5,0.17,3.4,3,6,50,-0.12599999999999997,3.2
"Tenex 相框, 黑色",3.0,0.1142857142857143,3.142857142857143,3,14,28,0.07142857142857142,2.7142857142857144
"Kraft 邮寄品, 红色",4.833333333333333,0.0,3.5,1,2,48,0.35999999999999993,5.333333333333333
"Advantus 相框, 黑色",3.4,0.08,3.0,3,14,33,0.24000000000000005,3.6
"宜家 搁架, 金属",3.875,0.1,3.625,3,13,49,-0.0375,3.25
"KitchenAid 咖啡研磨机, 银色",3.5714285714285716,0.05714285714285715,3.0,1,4,5,0.05857142857142859,3.5714285714285716
"施乐 羊皮纸, 回收",4.0,0.0,3.0,1,7,67,0.08,4.25
"Rogers 文件夹, 工业",4.6,0.0,3.8,1,15,42,0.11000000000000001,4.4
"Boston 画布, 金属",4.25,0.25,3.5,1,16,34,-0.65,3.0
"Safco 搁架, 白色",4.0,0.0,4.0,3,13,8,0.12,7.6
"苹果 充电器, 蓝色",2.111111111111111,0.08888888888888889,2.4444444444444446,2,11,63,0.0922222222222222,3.7777777777777777
"Smead 可去除的标签, 白色",4.8,0.0,3.8,1,12,35,0.21000000000000002,4.6
"Ames 马尼拉纸信封, 红色",4.5,0.0,4.0,1,2,39,0.38,2.0
"柯尼卡 收据打印机, 耐用",5.666666666666667,0.26666666666666666,4.0,2,5,6,0.19333333333333336,2.6666666666666665
"三星 智能手机, 蓝色",4.5,0.13333333333333333,3.8333333333333335,2,11,20,0.2166666666666666,3.0
"Boston 画布, 整包",4.166666666666667,0.3666666666666667,3.5,1,16,34,-1.2616666666666667,3.0
"Breville 咖啡研磨机, 红色",2.5,0.2,3.0,1,4,37,-0.065,3.75
"Hon 合法证物标签, 可调",3.8333333333333335,0.0,3.6666666666666665,1,12,50,0.3,3.0
"Hon 有色标签, 红色",4.833333333333333,0.0,3.8333333333333335,1,12,50,0.4699999999999999,3.8333333333333335
"Breville 咖啡研磨机, 白色",4.166666666666667,0.13333333333333333,3.0,1,4,37,0.04666666666666666,3.3333333333333335
"Advantus 闹钟, 一包多件",4.444444444444445,0.13333333333333336,3.4444444444444446,3,14,33,0.20666666666666667,4.111111111111111
"Office Star 扶手椅, 红色",3.1666666666666665,0.15,3.1666666666666665,3,6,24,0.19499999999999998,2.5
"Acco 装订机, 耐用",4.5,0.15000000000000002,3.5,1,3,56,0.10999999999999999,4.5
"Kraft 商业信封, 红色",4.222222222222222,0.0,3.5555555555555554,1,2,48,0.1,4.333333333333333
"KitchenAid 炉灶, 黑色",3.6666666666666665,0.08888888888888889,3.5555555555555554,1,4,5,0.29888888888888887,4.555555555555555
"Harbour Creations 椅垫, 每套两件",2.75,0.05,2.5,3,6,31,0.23124999999999998,4.5
"Kraft 外皮和封条, 回收",3.2,0.0,2.5,1,2,48,0.2800000000000001,2.6
"Stanley 钢笔, 混合尺寸",4.0,0.43333333333333335,3.6666666666666665,1,16,47,-1.53,3.8333333333333335
"Bush 墙角架, 金属",3.5,0.1,3.0,3,13,59,0.09,3.0
"Hamilton Beach 炉灶, 银色",2.5,0.2,2.5,1,4,41,0.175,5.0
"Kleencut 尺子, 锯齿状",3.2857142857142856,0.05714285714285715,3.142857142857143,1,1,4,0.45285714285714285,4.857142857142857
"Lesro 电脑桌, 长方形",3.6666666666666665,0.35000000000000003,3.6666666666666665,3,17,36,-0.21333333333333335,3.0
"Novimex 椅垫, 红色",5.125,0.1375,3.625,3,6,16,0.20375000000000001,4.5
"Hon 凳子, 每套两件",4.6,0.21000000000000002,3.6,3,6,50,0.006999999999999992,4.2
"Advantus 闹钟, 优质",4.166666666666667,0.13333333333333333,3.5,3,14,33,0.15666666666666665,2.8333333333333335
"Eaton 计划信息表, 优质",4.833333333333333,0.0,3.6666666666666665,1,7,55,0.22,2.5
"Sanford 荧光笔, 金属",5.25,0.5,3.75,1,16,38,-1.405,2.25
"Office Star 沙滩椅, 红色",4.0,0.07142857142857142,3.2857142857142856,3,6,24,0.16714285714285712,3.4285714285714284
"Advantus 橡皮筋, 混合尺寸",3.857142857142857,0.1142857142857143,3.2857142857142856,1,8,33,-0.17857142857142858,5.571428571428571
"Acco 标签, 实惠",4.0,0.19999999999999998,3.5,1,3,56,0.28,3.6666666666666665
"Novimex 运输标签, 耐用",4.375,0.0,3.125,1,12,16,0.45,3.625
"Deflect-O 灯泡, 优质",3.4,0.0,3.0,3,14,61,0.32,4.6
"BIC 画布, 金属",4.666666666666667,0.20000000000000004,3.6666666666666665,1,16,68,-0.2433333333333333,3.1666666666666665
"Office Star 扶手椅, 黑色",3.2,0.13999999999999999,2.9,3,6,24,-0.22300000000000003,2.2
"Green Bar 信纸, 每包 12 个",1.6666666666666667,0.0,2.3333333333333335,1,7,9,0.48,4.0
"夏普 传真复印机, 数字化",5.0,0.12000000000000002,3.6,2,9,51,-0.148,3.4
"思科 办公室电话机, 混合尺寸",2.375,0.15000000000000002,2.75,2,11,40,-0.19999999999999998,3.0
"施乐 信纸, 每包 12 个",5.0,0.0,4.0,1,7,67,0.49,3.5
"Avery 打孔机, 透明",4.4,0.12000000000000002,3.5,1,3,19,0.23099999999999996,3.3
"Enermax 路由器, 可编程",5.0,0.26666666666666666,4.0,2,10,58,-0.013333333333333345,4.0
"Smead 盒, 蓝色",3.3333333333333335,0.0,3.1666666666666665,1,15,35,0.02,3.6666666666666665
"Hoover 冰箱, 银色",4.4,0.16,3.6,1,4,46,-0.164,4.2
"思科 耳机, 整包",2.4285714285714284,0.17142857142857146,2.4285714285714284,2,11,40,0.07428571428571432,3.7142857142857144
"OIC 图钉, 混合尺寸",3.5,0.1,3.5,1,8,25,0.135,3.0
"SanDisk 记忆卡, 可编程",3.0,0.2,2.75,2,10,14,0.15999999999999998,4.0
"KitchenAid 微波炉, 白色",5.0,0.0,3.75,1,4,5,0.29,6.25
"Office Star 凳子, 每套两件",3.642857142857143,0.11428571428571431,3.142857142857143,3,6,24,-0.07928571428571428,4.0
"Tenex 盘, 蓝色",5.666666666666667,0.0,4.0,1,15,28,0.49000000000000005,3.8333333333333335
"Sauder 古典书架, 黑色",3.3333333333333335,0.0,2.6666666666666665,3,13,23,0.32,6.0
"SanDisk 键区, 耐用",3.0,0.0,2.0,2,10,14,0.34,3.0
"三星 耳机, 混合尺寸",3.6,0.16,2.8,2,11,20,-0.12599999999999997,5.0
"Office Star 沙滩椅, 黑色",2.5714285714285716,0.14285714285714285,2.5714285714285716,3,6,24,0.3271428571428571,3.7142857142857144
"SanDisk 计划信息表, 优质",4.0,0.0,3.6,1,7,14,0.23000000000000004,5.8
"Eldon 文件夹, 金属",4.0,0.0,3.25,1,15,52,0.46,2.5
"Green Bar 笔记本, 多色",5.333333333333333,0.0,4.0,1,7,9,0.36999999999999994,4.333333333333333
"摩托罗拉 智能手机, 整包",4.5,0.1,3.25,2,11,66,0.1375,3.75
"Stanley 记号笔, 整包",3.142857142857143,0.3428571428571429,2.857142857142857,1,16,47,-1.3614285714285717,3.2857142857142856
"Bush 柜, 黑色",3.1666666666666665,0.06666666666666667,2.8333333333333335,3,13,59,0.11166666666666669,3.5
"Jiffy 局间信封, 每套 50 个",3.142857142857143,0.0,2.857142857142857,1,2,13,0.29,3.0
"Enermax 键盘, 可编程",3.5,0.06666666666666667,3.3333333333333335,2,10,58,0.03333333333333333,3.3333333333333335
"Tenex 门挡, 黑色",3.7777777777777777,0.08888888888888889,3.4444444444444446,3,14,28,0.4144444444444445,4.222222222222222
"BIC 荧光笔, 金属",4.2,0.36,3.8,1,16,68,-0.51,2.6
"SanDisk 羊皮纸, 回收",4.0,0.0,4.0,1,7,14,0.15,5.0
"Hamilton Beach 搅拌机, 黑色",3.6666666666666665,0.13333333333333333,3.0,1,4,41,-0.11333333333333336,4.0
"Eldon 文件夹, 单宽度",4.333333333333333,0.0,3.5,1,15,52,0.31999999999999995,3.75
"SanDisk 记忆卡, 实惠",4.666666666666667,0.13333333333333336,3.6666666666666665,2,10,14,0.023333333333333334,3.6666666666666665
"Boston 铅笔刀, 蓝色",4.0,0.4,4.0,1,16,34,-1.07,2.0
"Rubvermaid 框架, 一包多件",4.25,0.0,3.5,3,14,69,0.5,5.5
"Tenex 文件夹, 单宽度",3.25,0.0,3.0,1,15,28,0.03,3.5
"宜家 古典书架, 白色",3.5555555555555554,0.044444444444444446,3.0,3,13,49,0.22666666666666668,3.0
"Jiffy 外皮和封条, 银色",4.0,0.0,3.6,1,2,13,0.4699999999999999,4.0
"Advantus 相框, 一包多件",5.0,0.13333333333333333,3.5,3,14,33,-0.026666666666666675,3.5
"Hoover 咖啡研磨机, 银色",4.666666666666667,0.0,4.0,1,4,46,0.11,2.6666666666666665
"Kleencut 大剪刀, 钢",2.8333333333333335,0.13333333333333333,2.6666666666666665,1,1,4,0.32666666666666666,5.666666666666667
"Eldon 锁柜, 金属",4.25,0.0,3.5,1,15,52,0.08,3.875
"Smead 锁柜, 工业",4.285714285714286,0.0,3.5714285714285716,1,15,35,0.23,3.2857142857142856
"Eldon 相框, 一包多件",4.428571428571429,0.17142857142857146,3.5714285714285716,3,14,52,0.24285714285714285,3.0
"思科 智能手机, 蓝色",3.25,0.0,3.25,2,11,40,0.2,3.0
"Smead 搁板, 蓝色",3.2,0.0,2.6,1,15,35,0.43,3.8
"Ibico 订书机, 耐用",3.7142857142857144,0.1142857142857143,3.142857142857143,1,3,7,0.05857142857142855,3.7142857142857144
"Rubvermaid 门挡, 黑色",3.3333333333333335,0.13333333333333333,3.0,3,14,69,0.1433333333333333,5.0
"Hamilton Beach 搅拌机, 银色",5.0,0.0,3.75,1,4,41,0.29,4.0
"夏普 复印机, 数字化",4.0,0.13333333333333333,3.1666666666666665,2,9,51,-0.15,3.6666666666666665
"Novimex 扶手椅, 红色",3.0,0.15714285714285717,2.7142857142857144,3,6,16,0.10857142857142857,2.5714285714285716
"夏普 传真复印机, 每套两件",3.75,0.15000000000000002,3.25,2,9,51,0.09,5.75
"Safco 墙角架, 白色",4.4,0.08,3.6,3,13,8,0.274,5.4
"Sanford 画布, 蓝色",5.0,0.4666666666666666,3.6666666666666665,1,16,38,-1.8066666666666666,2.5
"Kleencut 修剪器, 工业",2.8,0.08,2.6,1,1,4,-0.019999999999999997,3.2
"Ibico 装订机盖, 耐用",5.0,0.2,3.75,1,3,7,0.335,2.0
"三星 信号增强器, 整包",3.8,0.16,3.0,2,11,20,-0.24,5.2
"三星 智能手机, 混合尺寸",3.111111111111111,0.2666666666666667,3.111111111111111,2,11,20,-0.19666666666666666,3.4444444444444446
"StarTech 收据打印机, 多色",2.0,0.0,3.0,2,5,45,0.47,3.0
"惠普 无线传真机, 数字化",3.0,0.26666666666666666,3.3333333333333335,2,9,12,-0.3433333333333333,4.666666666666667
"Wilson Jones 打孔机, 透明",4.666666666666667,0.13333333333333333,3.6666666666666665,1,3,29,0.033333333333333326,4.333333333333333
"Cuisinart 炉灶, 黑色",4.666666666666667,0.06666666666666667,3.5,1,4,54,0.011666666666666664,3.5
"思科 智能手机, 混合尺寸",3.5714285714285716,0.17142857142857146,3.2857142857142856,2,11,40,0.2814285714285714,2.857142857142857
"Rubvermaid 分层置放架, 耐用",3.6,0.16,3.0,3,14,69,0.292,3.2
"Deflect-O 门挡, 耐用",3.8,0.08,3.4,3,14,61,0.376,3.4
"Boston 铅笔刀, 混合尺寸",4.5,0.5,4.0,1,16,34,-1.345,6.0
"Hon 可去除的标签, 白色",3.5,0.0,3.0,1,12,50,0.04,4.0
"三星 音频基座, 混合尺寸",3.857142857142857,0.2285714285714286,3.5714285714285716,2,11,20,0.18714285714285714,4.142857142857143
"Stanley 铅笔刀, 金属",3.4,0.16,3.0,1,16,47,-0.368,3.4
"Hoover 咖啡研磨机, 白色",4.166666666666667,0.06666666666666667,3.1666666666666665,1,4,46,0.4116666666666666,3.8333333333333335
"SAFCO 凳子, 可调",4.0,0.15,3.1666666666666665,3,6,8,0.08333333333333333,2.6666666666666665
"Advantus 分层置放架, 耐用",5.25,0.25,3.75,3,14,33,0.022500000000000006,3.5
"Breville 烤面包机, 白色",3.8,0.08,3.6,1,4,37,0.308,6.4
"Jiffy 商业信封, 红色",2.4,0.0,2.8,1,2,13,0.49000000000000005,2.2
"Green Bar 令, 每包 12 个",4.0,0.0,3.0,1,7,9,0.06,2.6666666666666665
"Acme 大剪刀, 工业",4.5,0.0,3.5,1,1,18,0.14,4.0
"Elite 尺子, 钢",5.5,0.1,3.25,1,1,22,0.335,3.75
"Harbour Creations 圆形标签, 白色",3.5,0.0,3.25,1,12,31,0.11,3.5
"Elite 美工刀, 钢",4.0,0.0,3.5,1,1,22,0.28,4.0
"Dania 搁架, 黑色",4.333333333333333,0.26666666666666666,3.6666666666666665,3,13,32,0.22,2.3333333333333335
"Ibico 装订机, 回收",4.5,0.30000000000000004,3.5,1,3,7,-0.02500000000000001,4.0
"Accos 按钉, 金属",3.111111111111111,0.13333333333333336,2.6666666666666665,1,8,26,0.20333333333333334,4.0
"Eldon 盒, 单宽度",5.166666666666667,0.0,3.6666666666666665,1,15,52,0.12,2.5
"Fiskars 开信刀, 工业",3.6666666666666665,0.13333333333333333,3.3333333333333335,1,1,1,0.3033333333333333,2.3333333333333335
"Eldon 盒, 金属",4.0,0.0,3.125,1,15,52,0.36,4.625
"Breville 烤面包机, 银色",3.0,0.05714285714285715,2.857142857142857,1,4,37,0.1242857142857143,2.5714285714285716
"Hon 扶手椅, 黑色",4.0,0.0625,3.5,3,6,50,0.17375000000000002,4.0
"Stockwell 按钉, 整包",3.2857142857142856,0.08571428571428573,2.857142857142857,1,8,10,0.3221428571428571,4.142857142857143
"Cardinal 装订机盖, 透明",3.5,0.06666666666666667,3.1666666666666665,1,3,3,0.26666666666666666,4.083333333333333
"Stockwell 橡皮筋, 金属",3.0,0.13333333333333336,3.111111111111111,1,8,10,0.05666666666666667,3.5555555555555554
"Hoover 搅拌机, 黑色",2.5,0.0,2.5,1,4,46,0.36,4.25
"贝尔金 闪存驱动器, 可编程",4.6,0.16,3.8,2,10,57,-0.04,6.4
"Boston 钢笔, 金属",5.0,0.1,3.5,1,16,34,0.2,6.25
"Avery 标签, 透明",4.285714285714286,0.05714285714285715,3.142857142857143,1,3,19,0.31000000000000005,3.2857142857142856
"Hon 折叠椅, 黑色",2.75,0.075,3.125,3,6,50,-0.05624999999999999,4.25
"Jiffy 马尼拉纸信封, 红色",4.25,0.0,3.25,1,2,13,0.37,3.75
"Elite 尺子, 锯齿状",5.0,0.08,3.8,1,1,22,0.194,4.4
"Elite 尺子, 工业",4.5,0.2,4.0,1,1,22,0.05499999999999999,3.0
"Advantus 橡皮筋, 金属",4.166666666666667,0.06666666666666667,3.3333333333333335,1,8,33,-0.07833333333333332,4.0
"罗技 记忆卡, 实惠",4.0,0.2,3.5,2,10,27,0.24,2.5
"Dania 书架, 传统",4.5,0.0,3.25,3,13,32,0.19,4.5
"佳能 复印机, 红色",5.25,0.2,3.25,2,9,43,-0.32,5.25
"Bush 柜, 传统",4.333333333333333,0.0,3.6666666666666665,3,13,59,0.0,4.0
"BIC 铅笔刀, 混合尺寸",3.625,0.175,3.25,1,16,68,-0.24499999999999997,3.5
"Avery 有色标签, 白色",3.5,0.0,3.0,1,12,19,0.5,1.75
"Bush 书库, 白色",3.6,0.08,3.4,3,13,59,0.18400000000000002,3.2
"Hon 圆形标签, 白色",4.0,0.0,2.75,1,12,50,0.04,5.75
"Enermax 计划信息表, 多色",3.5,0.0,3.375,1,7,58,0.15,4.125
"Safco 书架, 传统",3.4285714285714284,0.05714285714285715,3.0,3,13,8,0.3757142857142858,5.142857142857143
"Stanley 记号笔, 混合尺寸",4.166666666666667,0.3333333333333333,3.6666666666666665,1,16,47,-0.5966666666666666,5.0
"Deflect-O 框架, 一包多件",3.3333333333333335,0.08888888888888889,3.0,3,14,61,0.04777777777777778,4.0
"松下 电话, 多色",4.0,0.13333333333333333,3.5,2,5,44,-0.22333333333333336,3.1666666666666665
"Ibico 标签, 透明",4.166666666666667,0.13333333333333333,3.8333333333333335,1,3,7,-0.06333333333333334,2.6666666666666665
"Hewlett 个人复印机, 数字化",4.142857142857143,0.1142857142857143,3.2857142857142856,2,9,21,0.4057142857142857,2.4285714285714284
"Hewlett 个人复印机, 红色",4.666666666666667,0.13333333333333333,3.3333333333333335,2,9,21,-0.04999999999999999,3.6666666666666665
"Ibico 装订机盖, 实惠",3.75,0.2,3.75,1,3,7,-0.07999999999999999,3.75
"Wilson Jones 装订机, 实惠",3.142857142857143,0.05714285714285715,2.857142857142857,1,3,29,0.1457142857142857,4.285714285714286
"Harbour Creations 凳子, 黑色",5.25,0.1,4.0,3,6,31,0.09,2.75
